sale_date,product_name,category,quantity,unit_price,revenue,base_price,discount_pct,event,campaign,day_of_week,month,is_weekend
2025-08-29,Chocolate Bars,Snacks,60,5.0,300.0,5,0,,,Friday,8,True
2025-08-30,Chocolate Bars,Snacks,63,5.0,315.0,5,0,,,Saturday,8,True
2025-08-31,Chocolate Bars,Snacks,50,5.0,250.0,5,0,,,Sunday,8,False
2025-09-01,Chocolate Bars,Snacks,53,5.0,265.0,5,0,Back to School 2025,,Monday,9,False
2025-09-02,Chocolate Bars,Snacks,54,5.0,270.0,5,0,Back to School 2025,,Tuesday,9,False
2025-09-03,Chocolate Bars,Snacks,27,5.0,135.0,5,0,Back to School 2025,,Wednesday,9,False
2025-09-04,Chocolate Bars,Snacks,46,5.0,230.0,5,0,Back to School 2025,,Thursday,9,False
2025-09-05,Chocolate Bars,Snacks,66,5.0,330.0,5,0,Back to School 2025,,Friday,9,True
2025-09-06,Chocolate Bars,Snacks,80,5.0,400.0,5,0,Back to School 2025,,Saturday,9,True
2025-09-07,Chocolate Bars,Snacks,39,5.0,195.0,5,0,Back to School 2025,,Sunday,9,False
2025-09-08,Chocolate Bars,Snacks,55,5.0,275.0,5,0,Back to School 2025,,Monday,9,False
2025-09-09,Chocolate Bars,Snacks,49,5.0,245.0,5,0,Back to School 2025,,Tuesday,9,False
2025-09-10,Chocolate Bars,Snacks,57,5.0,285.0,5,0,Back to School 2025,,Wednesday,9,False
2025-09-11,Chocolate Bars,Snacks,52,5.0,260.0,5,0,Back to School 2025,,Thursday,9,False
2025-09-12,Chocolate Bars,Snacks,65,5.0,325.0,5,0,Back to School 2025,,Friday,9,True
2025-09-13,Chocolate Bars,Snacks,90,5.0,450.0,5,0,Back to School 2025,,Saturday,9,True
2025-09-14,Chocolate Bars,Snacks,55,5.0,275.0,5,0,Back to School 2025,,Sunday,9,False
2025-09-15,Chocolate Bars,Snacks,40,5.0,200.0,5,0,Back to School 2025,,Monday,9,False
2025-09-16,Chocolate Bars,Snacks,56,5.0,280.0,5,0,,,Tuesday,9,False
2025-09-17,Chocolate Bars,Snacks,56,5.0,280.0,5,0,,,Wednesday,9,False
2025-09-18,Chocolate Bars,Snacks,62,5.0,310.0,5,0,,,Thursday,9,False
2025-09-19,Chocolate Bars,Snacks,38,5.0,190.0,5,0,,,Friday,9,True
2025-09-20,Chocolate Bars,Snacks,63,5.0,315.0,5,0,,,Saturday,9,True
2025-09-21,Chocolate Bars,Snacks,53,5.0,265.0,5,0,,,Sunday,9,False
2025-09-22,Chocolate Bars,Snacks,26,5.0,130.0,5,0,,,Monday,9,False
2025-09-23,Chocolate Bars,Snacks,44,5.0,220.0,5,0,,,Tuesday,9,False
2025-09-24,Chocolate Bars,Snacks,52,5.0,260.0,5,0,,,Wednesday,9,False
2025-09-25,Chocolate Bars,Snacks,63,5.0,315.0,5,0,,,Thursday,9,False
2025-09-26,Chocolate Bars,Snacks,58,5.0,290.0,5,0,,,Friday,9,True
2025-09-27,Chocolate Bars,Snacks,66,5.0,330.0,5,0,,,Saturday,9,True
2025-09-28,Chocolate Bars,Snacks,62,5.0,310.0,5,0,,,Sunday,9,False
2025-09-29,Chocolate Bars,Snacks,47,5.0,235.0,5,0,,,Monday,9,False
2025-09-30,Chocolate Bars,Snacks,50,5.0,250.0,5,0,,,Tuesday,9,False
2025-10-01,Chocolate Bars,Snacks,67,5.0,335.0,5,0,,,Wednesday,10,False
2025-10-02,Chocolate Bars,Snacks,41,5.0,205.0,5,0,,,Thursday,10,False
2025-10-03,Chocolate Bars,Snacks,64,5.0,320.0,5,0,,,Friday,10,True
2025-10-04,Chocolate Bars,Snacks,62,5.0,310.0,5,0,,,Saturday,10,True
2025-10-05,Chocolate Bars,Snacks,47,5.0,235.0,5,0,,,Sunday,10,False
2025-10-06,Chocolate Bars,Snacks,40,5.0,200.0,5,0,,,Monday,10,False
2025-10-07,Chocolate Bars,Snacks,45,5.0,225.0,5,0,,,Tuesday,10,False
2025-10-08,Chocolate Bars,Snacks,49,5.0,245.0,5,0,,,Wednesday,10,False
2025-10-09,Chocolate Bars,Snacks,48,5.0,240.0,5,0,,,Thursday,10,False
2025-10-10,Chocolate Bars,Snacks,61,5.0,305.0,5,0,,,Friday,10,True
2025-10-11,Chocolate Bars,Snacks,73,5.0,365.0,5,0,,,Saturday,10,True
2025-10-12,Chocolate Bars,Snacks,51,5.0,255.0,5,0,,,Sunday,10,False
2025-10-13,Chocolate Bars,Snacks,45,5.0,225.0,5,0,,,Monday,10,False
2025-10-14,Chocolate Bars,Snacks,58,5.0,290.0,5,0,,,Tuesday,10,False
2025-10-15,Chocolate Bars,Snacks,53,5.0,265.0,5,0,,,Wednesday,10,False
2025-10-16,Chocolate Bars,Snacks,43,5.0,215.0,5,0,,,Thursday,10,False
2025-10-17,Chocolate Bars,Snacks,67,5.0,335.0,5,0,,,Friday,10,True
2025-10-18,Chocolate Bars,Snacks,76,5.0,380.0,5,0,,,Saturday,10,True
2025-10-19,Chocolate Bars,Snacks,51,5.0,255.0,5,0,,,Sunday,10,False
2025-10-20,Chocolate Bars,Snacks,32,5.0,160.0,5,0,,,Monday,10,False
2025-10-21,Chocolate Bars,Snacks,58,5.0,290.0,5,0,,,Tuesday,10,False
2025-10-22,Chocolate Bars,Snacks,55,5.0,275.0,5,0,,,Wednesday,10,False
2025-10-23,Chocolate Bars,Snacks,30,5.0,150.0,5,0,,,Thursday,10,False
2025-10-24,Chocolate Bars,Snacks,59,5.0,295.0,5,0,,,Friday,10,True
2025-10-25,Chocolate Bars,Snacks,72,5.0,360.0,5,0,,,Saturday,10,True
2025-10-26,Chocolate Bars,Snacks,58,5.0,290.0,5,0,,,Sunday,10,False
2025-10-27,Chocolate Bars,Snacks,35,5.0,175.0,5,0,,,Monday,10,False
2025-10-28,Chocolate Bars,Snacks,49,5.0,245.0,5,0,,,Tuesday,10,False
2025-10-29,Chocolate Bars,Snacks,47,5.0,235.0,5,0,,,Wednesday,10,False
2025-10-30,Chocolate Bars,Snacks,57,5.0,285.0,5,0,,,Thursday,10,False
2025-10-31,Chocolate Bars,Snacks,67,5.0,335.0,5,0,,,Friday,10,True
2025-11-01,Chocolate Bars,Snacks,61,5.0,305.0,5,0,,,Saturday,11,True
2025-11-02,Chocolate Bars,Snacks,44,5.0,220.0,5,0,,,Sunday,11,False
2025-11-03,Chocolate Bars,Snacks,53,5.0,265.0,5,0,,,Monday,11,False
2025-11-04,Chocolate Bars,Snacks,43,5.0,215.0,5,0,,,Tuesday,11,False
2025-11-05,Chocolate Bars,Snacks,48,5.0,240.0,5,0,,,Wednesday,11,False
2025-11-06,Chocolate Bars,Snacks,39,5.0,195.0,5,0,,,Thursday,11,False
2025-11-07,Chocolate Bars,Snacks,53,5.0,265.0,5,0,,,Friday,11,True
2025-11-08,Chocolate Bars,Snacks,73,5.0,365.0,5,0,,,Saturday,11,True
2025-11-09,Chocolate Bars,Snacks,37,5.0,185.0,5,0,,,Sunday,11,False
2025-11-10,Chocolate Bars,Snacks,46,5.0,230.0,5,0,,,Monday,11,False
2025-11-11,Chocolate Bars,Snacks,39,5.0,195.0,5,0,,,Tuesday,11,False
2025-11-12,Chocolate Bars,Snacks,64,5.0,320.0,5,0,,,Wednesday,11,False
2025-11-13,Chocolate Bars,Snacks,43,5.0,215.0,5,0,,,Thursday,11,False
2025-11-14,Chocolate Bars,Snacks,44,5.0,220.0,5,0,,,Friday,11,True
2025-11-15,Chocolate Bars,Snacks,49,5.0,245.0,5,0,,,Saturday,11,True
2025-11-16,Chocolate Bars,Snacks,39,5.0,195.0,5,0,,,Sunday,11,False
2025-11-17,Chocolate Bars,Snacks,42,5.0,210.0,5,0,,,Monday,11,False
2025-11-18,Chocolate Bars,Snacks,63,5.0,315.0,5,0,,,Tuesday,11,False
2025-11-19,Chocolate Bars,Snacks,50,5.0,250.0,5,0,,,Wednesday,11,False
2025-11-20,Chocolate Bars,Snacks,51,5.0,255.0,5,0,,,Thursday,11,False
2025-11-21,Chocolate Bars,Snacks,73,5.0,365.0,5,0,,,Friday,11,True
2025-11-22,Chocolate Bars,Snacks,58,5.0,290.0,5,0,,,Saturday,11,True
2025-11-23,Chocolate Bars,Snacks,57,5.0,285.0,5,0,,,Sunday,11,False
2025-11-24,Chocolate Bars,Snacks,54,5.0,270.0,5,0,,,Monday,11,False
2025-11-25,Chocolate Bars,Snacks,46,5.0,230.0,5,0,,,Tuesday,11,False
2025-11-26,Chocolate Bars,Snacks,59,5.0,295.0,5,0,,,Wednesday,11,False
2025-11-27,Chocolate Bars,Snacks,53,5.0,265.0,5,0,,,Thursday,11,False
2025-11-28,Chocolate Bars,Snacks,75,5.0,375.0,5,0,,,Friday,11,True
2025-11-29,Chocolate Bars,Snacks,81,5.0,405.0,5,0,,,Saturday,11,True
2025-11-30,Chocolate Bars,Snacks,41,5.0,205.0,5,0,,,Sunday,11,False
2025-12-01,Chocolate Bars,Snacks,44,5.0,220.0,5,0,,,Monday,12,False
2025-12-02,Chocolate Bars,Snacks,51,5.0,255.0,5,0,,,Tuesday,12,False
2025-12-03,Chocolate Bars,Snacks,45,5.0,225.0,5,0,,,Wednesday,12,False
2025-12-04,Chocolate Bars,Snacks,63,5.0,315.0,5,0,,,Thursday,12,False
2025-12-05,Chocolate Bars,Snacks,63,5.0,315.0,5,0,,,Friday,12,True
2025-12-06,Chocolate Bars,Snacks,73,5.0,365.0,5,0,,,Saturday,12,True
2025-12-07,Chocolate Bars,Snacks,45,5.0,225.0,5,0,,,Sunday,12,False
2025-12-08,Chocolate Bars,Snacks,42,5.0,210.0,5,0,,,Monday,12,False
2025-12-09,Chocolate Bars,Snacks,59,5.0,295.0,5,0,,,Tuesday,12,False
2025-12-10,Chocolate Bars,Snacks,53,5.0,265.0,5,0,,,Wednesday,12,False
2025-12-11,Chocolate Bars,Snacks,52,5.0,260.0,5,0,,,Thursday,12,False
2025-12-12,Chocolate Bars,Snacks,72,5.0,360.0,5,0,,,Friday,12,True
2025-12-13,Chocolate Bars,Snacks,60,5.0,300.0,5,0,,,Saturday,12,True
2025-12-14,Chocolate Bars,Snacks,47,5.0,235.0,5,0,,,Sunday,12,False
2025-12-15,Chocolate Bars,Snacks,55,5.0,275.0,5,0,,,Monday,12,False
2025-12-16,Chocolate Bars,Snacks,36,5.0,180.0,5,0,,,Tuesday,12,False
2025-12-17,Chocolate Bars,Snacks,57,5.0,285.0,5,0,,,Wednesday,12,False
2025-12-18,Chocolate Bars,Snacks,57,5.0,285.0,5,0,,,Thursday,12,False
2025-12-19,Chocolate Bars,Snacks,61,5.0,305.0,5,0,,,Friday,12,True
2025-12-20,Chocolate Bars,Snacks,85,5.0,425.0,5,0,Christmas 2025,,Saturday,12,True
2025-12-21,Chocolate Bars,Snacks,71,5.0,355.0,5,0,Christmas 2025,,Sunday,12,False
2025-12-22,Chocolate Bars,Snacks,53,5.0,265.0,5,0,Christmas 2025,,Monday,12,False
2025-12-23,Chocolate Bars,Snacks,51,5.0,255.0,5,0,Christmas 2025,,Tuesday,12,False
2025-12-24,Chocolate Bars,Snacks,63,5.0,315.0,5,0,Christmas 2025,,Wednesday,12,False
2025-12-25,Chocolate Bars,Snacks,54,5.0,270.0,5,0,Christmas 2025,,Thursday,12,False
2025-12-26,Chocolate Bars,Snacks,92,5.0,460.0,5,0,Christmas 2025,,Friday,12,True
2025-12-27,Chocolate Bars,Snacks,50,5.0,250.0,5,0,,,Saturday,12,True
2025-12-28,Chocolate Bars,Snacks,53,5.0,265.0,5,0,,,Sunday,12,False
2025-12-29,Chocolate Bars,Snacks,47,5.0,235.0,5,0,,,Monday,12,False
2025-12-30,Chocolate Bars,Snacks,49,5.0,245.0,5,0,,,Tuesday,12,False
2025-12-31,Chocolate Bars,Snacks,52,5.0,260.0,5,0,,,Wednesday,12,False
2024-01-01,Sugar 1kg,Sweeteners,60,8.0,480.0,8,0,,,Monday,1,False
2024-01-02,Sugar 1kg,Sweeteners,56,8.0,448.0,8,0,,,Tuesday,1,False
2024-01-03,Sugar 1kg,Sweeteners,43,8.0,344.0,8,0,,,Wednesday,1,False
2024-01-04,Sugar 1kg,Sweeteners,48,8.0,384.0,8,0,,,Thursday,1,False
2024-01-05,Sugar 1kg,Sweeteners,58,8.0,464.0,8,0,,,Friday,1,True
2024-01-06,Sugar 1kg,Sweeteners,30,8.0,240.0,8,0,,,Saturday,1,True
2024-01-07,Sugar 1kg,Sweeteners,58,8.0,464.0,8,0,,,Sunday,1,False
2024-01-08,Sugar 1kg,Sweeteners,52,8.0,416.0,8,0,,,Monday,1,False
2024-01-09,Sugar 1kg,Sweeteners,49,8.0,392.0,8,0,,,Tuesday,1,False
2024-01-10,Sugar 1kg,Sweeteners,64,8.0,512.0,8,0,,,Wednesday,1,False
2024-01-11,Sugar 1kg,Sweeteners,33,8.0,264.0,8,0,,,Thursday,1,False
2024-01-12,Sugar 1kg,Sweeteners,63,8.0,504.0,8,0,,,Friday,1,True
2024-01-13,Sugar 1kg,Sweeteners,87,8.0,696.0,8,0,,,Saturday,1,True
2024-01-14,Sugar 1kg,Sweeteners,63,8.0,504.0,8,0,,,Sunday,1,False
2024-01-15,Sugar 1kg,Sweeteners,44,8.0,352.0,8,0,,,Monday,1,False
2024-01-16,Sugar 1kg,Sweeteners,52,8.0,416.0,8,0,,,Tuesday,1,False
2024-01-17,Sugar 1kg,Sweeteners,71,8.0,568.0,8,0,,,Wednesday,1,False
2024-01-18,Sugar 1kg,Sweeteners,54,8.0,432.0,8,0,,,Thursday,1,False
2024-01-19,Sugar 1kg,Sweeteners,69,8.0,552.0,8,0,,,Friday,1,True
2024-01-20,Sugar 1kg,Sweeteners,86,8.0,688.0,8,0,,,Saturday,1,True
2024-01-21,Sugar 1kg,Sweeteners,44,8.0,352.0,8,0,,,Sunday,1,False
2024-01-22,Sugar 1kg,Sweeteners,57,8.0,456.0,8,0,,,Monday,1,False
2024-01-23,Sugar 1kg,Sweeteners,46,8.0,368.0,8,0,,,Tuesday,1,False
2024-01-24,Sugar 1kg,Sweeteners,64,8.0,512.0,8,0,,,Wednesday,1,False
2024-01-25,Sugar 1kg,Sweeteners,67,8.0,536.0,8,0,,,Thursday,1,False
2024-01-26,Sugar 1kg,Sweeteners,76,8.0,608.0,8,0,,,Friday,1,True
2024-01-27,Sugar 1kg,Sweeteners,58,8.0,464.0,8,0,,,Saturday,1,True
2024-01-28,Sugar 1kg,Sweeteners,61,8.0,488.0,8,0,,,Sunday,1,False
2024-01-29,Sugar 1kg,Sweeteners,69,8.0,552.0,8,0,,,Monday,1,False
2024-01-30,Sugar 1kg,Sweeteners,53,8.0,424.0,8,0,,,Tuesday,1,False
2024-01-31,Sugar 1kg,Sweeteners,39,8.0,312.0,8,0,,,Wednesday,1,False
2024-02-01,Sugar 1kg,Sweeteners,51,8.0,408.0,8,0,,,Thursday,2,False
2024-02-02,Sugar 1kg,Sweeteners,95,8.0,760.0,8,0,,,Friday,2,True
2024-02-03,Sugar 1kg,Sweeteners,81,8.0,648.0,8,0,,,Saturday,2,True
2024-02-04,Sugar 1kg,Sweeteners,66,8.0,528.0,8,0,,,Sunday,2,False
2024-02-05,Sugar 1kg,Sweeteners,49,8.0,392.0,8,0,,,Monday,2,False
2024-02-06,Sugar 1kg,Sweeteners,47,8.0,376.0,8,0,,,Tuesday,2,False
2024-02-07,Sugar 1kg,Sweeteners,27,8.0,216.0,8,0,,,Wednesday,2,False
2024-02-08,Sugar 1kg,Sweeteners,56,8.0,448.0,8,0,,,Thursday,2,False
2024-02-09,Sugar 1kg,Sweeteners,76,8.0,608.0,8,0,,,Friday,2,True
2024-02-10,Sugar 1kg,Sweeteners,88,8.0,704.0,8,0,,,Saturday,2,True
2024-02-11,Sugar 1kg,Sweeteners,49,8.0,392.0,8,0,,,Sunday,2,False
2024-02-12,Sugar 1kg,Sweeteners,15,8.0,120.0,8,0,,,Monday,2,False
2024-02-13,Sugar 1kg,Sweeteners,56,8.0,448.0,8,0,,,Tuesday,2,False
2024-02-14,Sugar 1kg,Sweeteners,61,8.0,488.0,8,0,,,Wednesday,2,False
2024-02-15,Sugar 1kg,Sweeteners,50,8.0,400.0,8,0,,,Thursday,2,False
2024-02-16,Sugar 1kg,Sweeteners,60,8.0,480.0,8,0,,,Friday,2,True
2024-02-17,Sugar 1kg,Sweeteners,62,8.0,496.0,8,0,,,Saturday,2,True
2024-02-18,Sugar 1kg,Sweeteners,43,8.0,344.0,8,0,,,Sunday,2,False
2024-02-19,Sugar 1kg,Sweeteners,23,8.0,184.0,8,0,,,Monday,2,False
2024-02-20,Sugar 1kg,Sweeteners,38,8.0,304.0,8,0,,,Tuesday,2,False
2024-02-21,Sugar 1kg,Sweeteners,50,8.0,400.0,8,0,,,Wednesday,2,False
2024-02-22,Sugar 1kg,Sweeteners,60,8.0,480.0,8,0,,,Thursday,2,False
2024-02-23,Sugar 1kg,Sweeteners,67,8.0,536.0,8,0,,,Friday,2,True
2024-02-24,Sugar 1kg,Sweeteners,82,8.0,656.0,8,0,,,Saturday,2,True
2024-02-25,Sugar 1kg,Sweeteners,47,8.0,376.0,8,0,,,Sunday,2,False
2024-02-26,Sugar 1kg,Sweeteners,56,8.0,448.0,8,0,,,Monday,2,False
2024-02-27,Sugar 1kg,Sweeteners,61,8.0,488.0,8,0,,,Tuesday,2,False
2024-02-28,Sugar 1kg,Sweeteners,53,8.0,424.0,8,0,,,Wednesday,2,False
2024-02-29,Sugar 1kg,Sweeteners,56,8.0,448.0,8,0,,,Thursday,2,False
2024-03-01,Sugar 1kg,Sweeteners,69,8.0,552.0,8,0,,,Friday,3,True
2024-03-02,Sugar 1kg,Sweeteners,52,8.0,416.0,8,0,,,Saturday,3,True
2024-03-03,Sugar 1kg,Sweeteners,54,8.0,432.0,8,0,,,Sunday,3,False
2024-03-04,Sugar 1kg,Sweeteners,45,8.0,360.0,8,0,,,Monday,3,False
2024-03-05,Sugar 1kg,Sweeteners,42,8.0,336.0,8,0,,,Tuesday,3,False
2024-03-06,Sugar 1kg,Sweeteners,54,8.0,432.0,8,0,,,Wednesday,3,False
2024-03-07,Sugar 1kg,Sweeteners,40,8.0,320.0,8,0,,,Thursday,3,False
2024-03-08,Sugar 1kg,Sweeteners,69,8.0,552.0,8,0,,,Friday,3,True
2024-03-09,Sugar 1kg,Sweeteners,77,8.0,616.0,8,0,,,Saturday,3,True
2024-03-10,Sugar 1kg,Sweeteners,46,8.0,368.0,8,0,,,Sunday,3,False
2024-03-11,Sugar 1kg,Sweeteners,27,8.0,216.0,8,0,Ramadan 2024,,Monday,3,False
2024-03-12,Sugar 1kg,Sweeteners,32,8.0,256.0,8,0,Ramadan 2024,,Tuesday,3,False
2024-03-13,Sugar 1kg,Sweeteners,26,8.0,208.0,8,0,Ramadan 2024,,Wednesday,3,False
2024-03-14,Sugar 1kg,Sweeteners,32,8.0,256.0,8,0,Ramadan 2024,,Thursday,3,False
2024-03-15,Sugar 1kg,Sweeteners,45,8.0,360.0,8,0,Ramadan 2024,,Friday,3,True
2024-03-16,Sugar 1kg,Sweeteners,41,8.0,328.0,8,0,Ramadan 2024,,Saturday,3,True
2024-03-17,Sugar 1kg,Sweeteners,30,8.0,240.0,8,0,Ramadan 2024,,Sunday,3,False
2024-03-18,Sugar 1kg,Sweeteners,34,8.0,272.0,8,0,Ramadan 2024,,Monday,3,False
2024-03-19,Sugar 1kg,Sweeteners,31,8.0,248.0,8,0,Ramadan 2024,,Tuesday,3,False
2024-03-20,Sugar 1kg,Sweeteners,28,8.0,224.0,8,0,Ramadan 2024,,Wednesday,3,False
2024-03-21,Sugar 1kg,Sweeteners,31,8.0,248.0,8,0,Ramadan 2024,,Thursday,3,False
2024-03-22,Sugar 1kg,Sweeteners,38,8.0,304.0,8,0,Ramadan 2024,,Friday,3,True
2024-03-23,Sugar 1kg,Sweeteners,44,8.0,352.0,8,0,Ramadan 2024,,Saturday,3,True
2024-03-24,Sugar 1kg,Sweeteners,28,8.0,224.0,8,0,Ramadan 2024,,Sunday,3,False
2024-03-25,Sugar 1kg,Sweeteners,35,8.0,280.0,8,0,Ramadan 2024,,Monday,3,False
2024-03-26,Sugar 1kg,Sweeteners,30,8.0,240.0,8,0,Ramadan 2024,,Tuesday,3,False
2024-03-27,Sugar 1kg,Sweeteners,36,8.0,288.0,8,0,Ramadan 2024,,Wednesday,3,False
2024-03-28,Sugar 1kg,Sweeteners,32,8.0,256.0,8,0,Ramadan 2024,,Thursday,3,False
2024-03-29,Sugar 1kg,Sweeteners,35,8.0,280.0,8,0,Ramadan 2024,,Friday,3,True
2024-03-30,Sugar 1kg,Sweeteners,44,8.0,352.0,8,0,Ramadan 2024,,Saturday,3,True
2024-03-31,Sugar 1kg,Sweeteners,23,8.0,184.0,8,0,Ramadan 2024,,Sunday,3,False
2024-04-01,Sugar 1kg,Sweeteners,30,8.0,240.0,8,0,Ramadan 2024,,Monday,4,False
2024-04-02,Sugar 1kg,Sweeteners,25,8.0,200.0,8,0,Ramadan 2024,,Tuesday,4,False
2024-04-03,Sugar 1kg,Sweeteners,27,8.0,216.0,8,0,Ramadan 2024,,Wednesday,4,False
2024-04-04,Sugar 1kg,Sweeteners,33,8.0,264.0,8,0,Ramadan 2024,,Thursday,4,False
2024-04-05,Sugar 1kg,Sweeteners,44,8.0,352.0,8,0,Ramadan 2024,,Friday,4,True
2024-04-06,Sugar 1kg,Sweeteners,43,8.0,344.0,8,0,Ramadan 2024,,Saturday,4,True
2024-04-07,Sugar 1kg,Sweeteners,32,8.0,256.0,8,0,Ramadan 2024,,Sunday,4,False
2024-04-08,Sugar 1kg,Sweeteners,32,8.0,256.0,8,0,Ramadan 2024,,Monday,4,False
2024-04-09,Sugar 1kg,Sweeteners,31,8.0,248.0,8,0,Ramadan 2024,,Tuesday,4,False
2024-04-10,Sugar 1kg,Sweeteners,59,8.0,472.0,8,0,Eid Al-Fitr 2024,,Wednesday,4,False
2024-04-11,Sugar 1kg,Sweeteners,54,8.0,432.0,8,0,Eid Al-Fitr 2024,,Thursday,4,False
2024-04-12,Sugar 1kg,Sweeteners,28,8.0,224.0,8,0,Eid Al-Fitr 2024,,Friday,4,True
2024-04-13,Sugar 1kg,Sweeteners,77,8.0,616.0,8,0,,,Saturday,4,True
2024-04-14,Sugar 1kg,Sweeteners,59,8.0,472.0,8,0,,,Sunday,4,False
2024-04-15,Sugar 1kg,Sweeteners,45,8.0,360.0,8,0,,,Monday,4,False
2024-04-16,Sugar 1kg,Sweeteners,54,8.0,432.0,8,0,,,Tuesday,4,False
2024-04-17,Sugar 1kg,Sweeteners,62,8.0,496.0,8,0,,,Wednesday,4,False
2024-04-18,Sugar 1kg,Sweeteners,53,8.0,424.0,8,0,,,Thursday,4,False
2024-04-19,Sugar 1kg,Sweeteners,85,8.0,680.0,8,0,,,Friday,4,True
2024-04-20,Sugar 1kg,Sweeteners,79,8.0,632.0,8,0,,,Saturday,4,True
2024-04-21,Sugar 1kg,Sweeteners,40,8.0,320.0,8,0,,,Sunday,4,False
2024-04-22,Sugar 1kg,Sweeteners,55,8.0,440.0,8,0,,,Monday,4,False
2024-04-23,Sugar 1kg,Sweeteners,50,8.0,400.0,8,0,,,Tuesday,4,False
2024-04-24,Sugar 1kg,Sweeteners,66,8.0,528.0,8,0,,,Wednesday,4,False
2024-04-25,Sugar 1kg,Sweeteners,58,8.0,464.0,8,0,,,Thursday,4,False
2024-04-26,Sugar 1kg,Sweeteners,80,8.0,640.0,8,0,,,Friday,4,True
2024-04-27,Sugar 1kg,Sweeteners,70,8.0,560.0,8,0,,,Saturday,4,True
2024-04-28,Sugar 1kg,Sweeteners,65,8.0,520.0,8,0,,,Sunday,4,False
2024-04-29,Sugar 1kg,Sweeteners,61,8.0,488.0,8,0,,,Monday,4,False
2024-04-30,Sugar 1kg,Sweeteners,58,8.0,464.0,8,0,,,Tuesday,4,False
2024-05-01,Sugar 1kg,Sweeteners,55,8.0,440.0,8,0,,,Wednesday,5,False
2024-05-02,Sugar 1kg,Sweeteners,59,8.0,472.0,8,0,,,Thursday,5,False
2024-05-03,Sugar 1kg,Sweeteners,62,8.0,496.0,8,0,,,Friday,5,True
2024-05-04,Sugar 1kg,Sweeteners,76,8.0,608.0,8,0,,,Saturday,5,True
2024-05-05,Sugar 1kg,Sweeteners,63,8.0,504.0,8,0,,,Sunday,5,False
2024-05-06,Sugar 1kg,Sweeteners,45,8.0,360.0,8,0,,,Monday,5,False
2024-05-07,Sugar 1kg,Sweeteners,58,8.0,464.0,8,0,,,Tuesday,5,False
2024-05-08,Sugar 1kg,Sweeteners,51,8.0,408.0,8,0,,,Wednesday,5,False
2024-05-09,Sugar 1kg,Sweeteners,55,8.0,440.0,8,0,,,Thursday,5,False
2024-05-10,Sugar 1kg,Sweeteners,65,8.0,520.0,8,0,,,Friday,5,True
2024-05-11,Sugar 1kg,Sweeteners,81,8.0,648.0,8,0,,,Saturday,5,True
2024-05-12,Sugar 1kg,Sweeteners,51,8.0,408.0,8,0,,,Sunday,5,False
2024-05-13,Sugar 1kg,Sweeteners,42,8.0,336.0,8,0,,,Monday,5,False
2024-05-14,Sugar 1kg,Sweeteners,39,8.0,312.0,8,0,,,Tuesday,5,False
2024-05-15,Sugar 1kg,Sweeteners,42,8.0,336.0,8,0,,,Wednesday,5,False
2024-05-16,Sugar 1kg,Sweeteners,53,8.0,424.0,8,0,,,Thursday,5,False
2024-05-17,Sugar 1kg,Sweeteners,63,8.0,504.0,8,0,,,Friday,5,True
2024-05-18,Sugar 1kg,Sweeteners,82,8.0,656.0,8,0,,,Saturday,5,True
2024-05-19,Sugar 1kg,Sweeteners,41,8.0,328.0,8,0,,,Sunday,5,False
2024-05-20,Sugar 1kg,Sweeteners,42,8.0,336.0,8,0,,,Monday,5,False
2024-05-21,Sugar 1kg,Sweeteners,60,8.0,480.0,8,0,,,Tuesday,5,False
2024-05-22,Sugar 1kg,Sweeteners,56,8.0,448.0,8,0,,,Wednesday,5,False
2024-05-23,Sugar 1kg,Sweeteners,53,8.0,424.0,8,0,,,Thursday,5,False
2024-05-24,Sugar 1kg,Sweeteners,85,8.0,680.0,8,0,,,Friday,5,True
2024-05-25,Sugar 1kg,Sweeteners,88,8.0,704.0,8,0,,,Saturday,5,True
2024-05-26,Sugar 1kg,Sweeteners,65,8.0,520.0,8,0,,,Sunday,5,False
2024-05-27,Sugar 1kg,Sweeteners,42,8.0,336.0,8,0,,,Monday,5,False
2024-05-28,Sugar 1kg,Sweeteners,57,8.0,456.0,8,0,,,Tuesday,5,False
2024-05-29,Sugar 1kg,Sweeteners,46,8.0,368.0,8,0,,,Wednesday,5,False
2024-05-30,Sugar 1kg,Sweeteners,65,8.0,520.0,8,0,,,Thursday,5,False
2024-05-31,Sugar 1kg,Sweeteners,86,8.0,688.0,8,0,,,Friday,5,True
2024-06-01,Sugar 1kg,Sweeteners,69,8.0,552.0,8,0,,,Saturday,6,True
2024-06-02,Sugar 1kg,Sweeteners,53,8.0,424.0,8,0,,,Sunday,6,False
2024-06-03,Sugar 1kg,Sweeteners,48,8.0,384.0,8,0,,,Monday,6,False
2024-06-04,Sugar 1kg,Sweeteners,35,8.0,280.0,8,0,,,Tuesday,6,False
2024-06-05,Sugar 1kg,Sweeteners,58,8.0,464.0,8,0,,,Wednesday,6,False
2024-06-06,Sugar 1kg,Sweeteners,38,8.0,304.0,8,0,,,Thursday,6,False
2024-06-07,Sugar 1kg,Sweeteners,55,8.0,440.0,8,0,,,Friday,6,True
2024-06-08,Sugar 1kg,Sweeteners,88,8.0,704.0,8,0,,,Saturday,6,True
2024-06-09,Sugar 1kg,Sweeteners,61,8.0,488.0,8,0,,,Sunday,6,False
